guest_id,room_id,room_type,preferred_floor,wants_breakfast,wants_parking,needs_accessibility,preferred_view,min_room_size_sqm,willing_to_pay_extra,rating
GUEST001498,PROP009_R0010,Deluxe,1,False,True,False,Sea View,42,True,5
GUEST001498,PROP002_R0013,Standard,3,True,True,False,City View,30,True,5
GUEST001498,PROP009_R0025,Standard,3,False,True,False,Garden View,25,False,5
GUEST001498,PROP004_R0026,Deluxe,5,True,True,False,Standard,40,False,4
GUEST001498,PROP003_R0029,Deluxe,4,False,False,False,Garden View,49,False,4
GUEST001498,PROP006_R0022,Deluxe,1,False,True,True,Garden View,35,False,3
GUEST001498,PROP010_R0004,Standard,3,False,False,False,Sea View,41,True,5
GUEST001499,PROP009_R0010,Deluxe,1,True,True,False,City View,17,True,3
GUEST001499,PROP005_R0001,Suite,3,False,True,False,Garden View,33,False,4
GUEST001499,PROP004_R0015,Standard,4,False,False,False,Standard,30,False,3
GUEST001499,PROP006_R0026,Standard,3,False,False,True,Garden View,35,False,4
GUEST001500,PROP010_R0016,Deluxe,5,False,False,True,City View,50,False,5
GUEST001500,PROP009_R0010,Deluxe,2,False,True,False,Sea View,23,True,4
GUEST001500,PROP008_R0014,Deluxe,1,True,True,False,Sea View,45,True,5
GUEST001500,PROP010_R0011,Deluxe,5,False,False,True,Standard,39,False,3
GUEST001500,PROP004_R0020,Family,3,False,False,True,Garden View,33,True,5
GUEST001501,PROP006_R0022,Deluxe,1,False,True,False,Mountain View,28,True,4
GUEST001501,PROP006_R0001,Suite,2,False,False,False,Standard,31,True,5
GUEST001501,PROP009_R0030,Suite,5,False,True,False,Mountain View,47,False,3
GUEST001501,PROP003_R0024,Suite,5,True,True,False,City View,32,True,4
GUEST001502,PROP002_R0021,Deluxe,2,False,True,True,Mountain View,25,False,5
GUEST001502,PROP003_R0016,Deluxe,5,True,False,False,Standard,38,True,5
GUEST001503,PROP007_R0002,Family,2,False,False,True,Garden View,36,False,4
GUEST001503,PROP010_R0030,Deluxe,5,True,False,False,Mountain View,31,False,4
GUEST001503,PROP008_R0014,Deluxe,1,True,True,True,Garden View,37,False,5
GUEST001503,PROP008_R0008,Penthouse,5,True,True,False,Mountain View,46,False,3
GUEST001503,PROP003_R0024,Suite,4,True,False,False,Standard,18,True,3
GUEST001503,PROP003_R0003,Standard,2,False,True,False,Mountain View,32,False,5
GUEST001503,PROP009_R0004,Standard,3,True,False,False,Sea View,20,True,5
GUEST001503,PROP004_R0023,Suite,3,False,False,False,Sea View,31,False,4
GUEST001504,PROP010_R0012,Deluxe,5,False,False,False,City View,30,False,4
GUEST001504,PROP001_R0018,Family,4,True,False,True,Garden View,17,False,3
GUEST001505,PROP005_R0003,Deluxe,4,True,True,False,City View,23,True,5
GUEST001505,PROP004_R0012,Family,5,True,True,False,Standard,49,False,5
GUEST001505,PROP002_R0026,Deluxe,3,False,False,False,Mountain View,46,True,3
GUEST001505,PROP004_R0028,Suite,1,False,True,False,Sea View,36,False,5
GUEST001505,PROP005_R0006,Deluxe,3,True,True,False,Sea View,49,False,5
GUEST001505,PROP007_R0001,Standard,4,False,True,False,Sea View,20,False,5
GUEST001505,PROP008_R0023,Deluxe,2,True,False,False,Mountain View,46,False,4
GUEST001505,PROP010_R0002,Suite,5,False,True,False,Standard,40,False,5
GUEST001506,PROP003_R0023,Deluxe,1,True,True,False,Mountain View,42,True,4
GUEST001506,PROP001_R0018,Family,3,True,False,False,Standard,33,False,4
GUEST001506,PROP009_R0023,Penthouse,5,True,True,False,City View,24,False,4
GUEST001506,PROP004_R0022,Standard,4,True,False,False,Standard,15,False,4
GUEST001507,PROP003_R0018,Standard,5,False,True,False,Standard,50,False,4
GUEST001507,PROP004_R0012,Family,2,False,True,False,Garden View,45,False,5
GUEST001507,PROP007_R0015,Family,1,True,False,False,Garden View,22,True,4
GUEST001508,PROP007_R0030,Suite,4,True,True,False,Garden View,23,True,3
GUEST001508,PROP001_R0011,Suite,1,False,False,False,Sea View,23,True,5
GUEST001508,PROP008_R0024,Standard,5,True,False,False,City View,28,False,5
GUEST001508,PROP005_R0019,Deluxe,5,True,True,False,City View,32,False,5
GUEST001508,PROP007_R0014,Suite,4,True,False,False,Standard,17,False,4
GUEST001508,PROP002_R0005,Standard,1,True,False,True,Mountain View,37,False,3
GUEST001509,PROP003_R0003,Standard,4,True,False,True,Mountain View,25,False,5
GUEST001509,PROP009_R0018,Deluxe,3,False,False,False,Standard,28,True,4
GUEST001509,PROP010_R0030,Deluxe,5,True,True,False,Standard,50,False,4
GUEST001510,PROP001_R0020,Standard,3,True,True,True,Garden View,46,True,4
GUEST001510,PROP004_R0021,Family,1,False,False,False,Mountain View,30,False,3
GUEST001510,PROP005_R0006,Deluxe,4,False,False,False,City View,26,True,5
GUEST001510,PROP003_R0016,Deluxe,1,False,True,False,Standard,47,False,4
GUEST001510,PROP009_R0030,Suite,5,True,True,False,Mountain View,47,False,3
GUEST001510,PROP001_R0011,Suite,2,True,True,False,Garden View,48,True,5
GUEST001511,PROP008_R0016,Standard,3,True,False,False,Mountain View,34,True,5
GUEST001511,PROP001_R0005,Standard,3,False,True,False,Sea View,44,False,4
GUEST001511,PROP001_R0011,Suite,4,False,True,True,Standard,36,False,5
GUEST001511,PROP009_R0009,Family,1,True,False,False,Sea View,27,False,5
GUEST001511,PROP007_R0016,Standard,4,True,True,False,Standard,34,False,4
GUEST001512,PROP004_R0014,Deluxe,5,False,False,False,City View,40,True,4
GUEST001512,PROP009_R0010,Deluxe,3,False,True,False,Sea View,20,False,5
GUEST001512,PROP003_R0021,Deluxe,1,False,True,False,Mountain View,41,True,5
GUEST001513,PROP006_R0003,Standard,5,False,False,False,City View,16,True,5
GUEST001513,PROP006_R0004,Standard,4,True,True,False,Garden View,26,True,4
GUEST001513,PROP007_R0015,Family,5,False,False,True,Garden View,27,False,4
GUEST001514,PROP009_R0002,Standard,1,False,True,False,Garden View,36,False,5
GUEST001514,PROP001_R0023,Standard,4,True,True,False,Sea View,41,False,5
GUEST001514,PROP005_R0002,Penthouse,4,True,False,False,City View,20,False,5
GUEST001514,PROP006_R0007,Deluxe,5,False,True,False,City View,45,False,5
GUEST001515,PROP006_R0011,Standard,5,True,True,False,City View,20,True,5
GUEST001515,PROP003_R0025,Standard,1,True,True,False,City View,27,False,5
GUEST001515,PROP001_R0009,Standard,4,True,True,False,Sea View,20,True,5
GUEST001515,PROP009_R0002,Standard,5,True,False,False,Sea View,29,False,4
GUEST001515,PROP008_R0016,Standard,1,True,False,False,Sea View,37,False,4
GUEST001516,PROP010_R0021,Standard,4,True,False,False,Mountain View,34,True,4
GUEST001516,PROP004_R0006,Standard,2,False,False,False,Standard,20,False,4
GUEST001517,PROP002_R0012,Standard,4,True,False,False,City View,24,True,3
GUEST001517,PROP009_R0025,Standard,4,True,False,False,Mountain View,17,False,5
GUEST001518,PROP008_R0011,Suite,4,True,True,False,Mountain View,35,True,4
GUEST001518,PROP001_R0017,Suite,3,True,False,True,Mountain View,20,True,4
GUEST001518,PROP005_R0027,Suite,4,False,True,False,City View,21,True,4
GUEST001519,PROP005_R0027,Suite,4,True,False,False,Garden View,39,True,4
GUEST001519,PROP003_R0010,Standard,3,True,False,False,Sea View,29,False,5
GUEST001519,PROP005_R0010,Standard,3,True,True,False,City View,19,True,3
GUEST001519,PROP003_R0013,Standard,1,True,True,False,Sea View,28,False,5
GUEST001519,PROP003_R0015,Standard,5,True,False,False,Sea View,48,False,4
GUEST001519,PROP008_R0007,Suite,2,True,False,False,Garden View,48,True,4
GUEST001519,PROP005_R0009,Penthouse,1,True,True,False,Sea View,31,False,4
GUEST001520,PROP001_R0020,Standard,1,False,True,False,City View,23,False,5
GUEST001520,PROP006_R0023,Family,5,True,True,False,Mountain View,26,False,4
GUEST001520,PROP001_R0028,Deluxe,2,True,True,False,Sea View,28,False,5
GUEST001520,PROP010_R0004,Standard,1,True,True,False,Garden View,43,True,3
GUEST001520,PROP006_R0011,Standard,3,False,True,False,Garden View,19,False,5
GUEST001520,PROP007_R0011,Standard,5,True,True,False,Standard,21,False,4
GUEST001520,PROP006_R0029,Standard,4,True,True,False,Garden View,46,True,3
GUEST001521,PROP009_R0023,Penthouse,1,True,False,False,Mountain View,43,True,4
GUEST001521,PROP003_R0022,Suite,4,False,True,False,City View,22,False,4
GUEST001521,PROP002_R0027,Family,4,False,True,False,Garden View,44,False,4
GUEST001521,PROP010_R0021,Standard,4,True,False,False,Sea View,39,True,5
GUEST001522,PROP001_R0023,Standard,3,False,False,False,Sea View,43,False,4
GUEST001522,PROP009_R0011,Deluxe,3,True,False,False,Sea View,21,False,5
GUEST001522,PROP006_R0003,Standard,4,False,False,False,Sea View,33,False,5
GUEST001522,PROP009_R0024,Standard,5,True,True,False,Garden View,35,False,5
GUEST001523,PROP003_R0002,Standard,3,False,True,False,Standard,45,True,4
GUEST001523,PROP002_R0027,Family,4,True,True,False,City View,40,True,3
GUEST001523,PROP003_R0005,Standard,5,True,False,False,Standard,21,False,5
GUEST001523,PROP006_R0025,Suite,4,False,True,False,City View,38,True,4
GUEST001523,PROP010_R0027,Standard,3,False,False,False,Standard,43,True,4
GUEST001523,PROP007_R0008,Standard,4,False,True,True,Garden View,22,True,5
GUEST001523,PROP005_R0022,Family,4,True,True,False,Mountain View,45,False,3
GUEST001524,PROP004_R0003,Suite,4,False,False,False,City View,19,True,5
GUEST001524,PROP006_R0008,Deluxe,5,True,True,False,Standard,50,False,4
GUEST001524,PROP001_R0014,Deluxe,5,False,False,True,City View,38,False,5
GUEST001524,PROP002_R0022,Standard,5,True,True,False,Garden View,50,False,3
GUEST001524,PROP003_R0022,Suite,4,False,True,False,Standard,17,True,5
GUEST001524,PROP001_R0003,Standard,1,True,True,False,City View,27,True,4
GUEST001525,PROP002_R0019,Suite,2,True,True,False,Mountain View,22,False,5
GUEST001525,PROP004_R0001,Standard,3,False,False,False,Sea View,47,True,4
GUEST001525,PROP002_R0025,Suite,5,True,True,False,Sea View,42,False,5
GUEST001525,PROP010_R0005,Deluxe,4,True,False,False,Mountain View,18,False,5
GUEST001525,PROP007_R0001,Standard,1,True,False,False,City View,20,False,3
GUEST001526,PROP007_R0014,Suite,2,True,False,False,Sea View,48,False,3
GUEST001526,PROP009_R0029,Standard,4,True,False,False,Mountain View,25,False,5
GUEST001527,PROP001_R0014,Deluxe,5,True,True,False,Garden View,35,True,5
GUEST001527,PROP002_R0027,Family,5,False,True,False,Garden View,15,False,4
GUEST001527,PROP001_R0004,Deluxe,2,True,False,False,Garden View,18,False,3
GUEST001527,PROP006_R0004,Standard,5,True,True,False,Sea View,22,True,4
GUEST001527,PROP002_R0021,Deluxe,5,True,True,False,Garden View,38,True,4
GUEST001527,PROP009_R0004,Standard,4,True,False,False,Sea View,22,True,4
GUEST001528,PROP008_R0002,Penthouse,5,True,True,False,Sea View,42,True,5
GUEST001528,PROP009_R0025,Standard,3,True,True,False,City View,28,False,4
GUEST001528,PROP004_R0005,Standard,2,True,False,False,Garden View,20,False,3
GUEST001529,PROP001_R0030,Standard,1,False,True,False,Garden View,17,False,4
GUEST001529,PROP009_R0004,Standard,3,False,False,False,Garden View,43,True,5
GUEST001529,PROP009_R0016,Standard,3,True,False,False,City View,47,False,4
GUEST001530,PROP010_R0010,Family,3,False,False,False,Garden View,23,True,5
GUEST001530,PROP002_R0013,Standard,2,False,True,False,Standard,16,False,4
GUEST001530,PROP009_R0007,Deluxe,1,True,False,False,Standard,26,True,5
GUEST001530,PROP002_R0015,Standard,4,True,False,False,Garden View,29,True,4
GUEST001530,PROP010_R0025,Penthouse,4,True,False,False,Garden View,40,False,5
GUEST001531,PROP010_R0002,Suite,5,True,True,False,Garden View,22,False,5
GUEST001531,PROP007_R0020,Suite,2,True,True,False,Mountain View,28,False,5
GUEST001531,PROP004_R0020,Family,3,True,True,True,Sea View,34,False,4
GUEST001531,PROP002_R0008,Standard,5,True,False,False,Mountain View,25,True,4
GUEST001531,PROP006_R0018,Deluxe,3,True,False,False,Mountain View,28,True,3
GUEST001531,PROP005_R0010,Standard,4,True,False,False,Sea View,27,True,4
GUEST001532,PROP003_R0001,Family,1,False,True,False,Standard,29,False,3
GUEST001532,PROP003_R0001,Family,2,True,True,False,Garden View,30,False,5
GUEST001532,PROP005_R0003,Deluxe,4,False,False,False,Garden View,30,True,3
GUEST001533,PROP009_R0027,Deluxe,4,False,False,False,City View,48,True,5
GUEST001533,PROP005_R0021,Family,4,False,True,False,Garden View,45,False,5
GUEST001533,PROP003_R0026,Standard,3,True,True,False,Mountain View,17,False,4
GUEST001533,PROP010_R0004,Standard,5,True,False,False,Standard,15,False,4
GUEST001534,PROP001_R0029,Standard,1,True,True,False,Garden View,43,False,5
GUEST001534,PROP001_R0006,Penthouse,5,True,True,False,City View,17,True,5
GUEST001534,PROP010_R0003,Deluxe,5,True,True,False,Garden View,30,True,5
GUEST001535,PROP004_R0021,Family,4,True,True,False,Sea View,39,False,3
GUEST001535,PROP001_R0012,Suite,1,True,True,False,Garden View,19,True,5
GUEST001535,PROP006_R0012,Deluxe,1,True,False,False,City View,34,False,3
GUEST001535,PROP002_R0019,Suite,4,True,True,False,Garden View,22,False,3
GUEST001535,PROP001_R0024,Deluxe,5,True,True,False,City View,50,True,5
GUEST001535,PROP004_R0006,Standard,4,False,False,False,Sea View,47,False,5
GUEST001535,PROP003_R0025,Standard,1,False,False,False,City View,25,True,4
GUEST001536,PROP002_R0005,Standard,3,False,True,False,Sea View,32,False,5
GUEST001536,PROP004_R0028,Suite,1,True,True,False,Standard,31,True,3
GUEST001537,PROP003_R0018,Standard,1,False,True,False,Mountain View,49,False,4
GUEST001537,PROP009_R0019,Deluxe,1,True,False,False,Garden View,17,False,5
GUEST001537,PROP004_R0025,Deluxe,3,True,True,False,City View,32,False,3
GUEST001537,PROP006_R0009,Penthouse,2,True,True,False,City View,43,True,5
GUEST001537,PROP005_R0007,Standard,2,True,True,True,Sea View,41,False,3
GUEST001537,PROP003_R0015,Standard,3,False,False,False,City View,25,True,4
GUEST001537,PROP010_R0009,Deluxe,4,False,False,False,Garden View,44,True,5
GUEST001538,PROP001_R0012,Suite,3,False,False,False,Standard,48,True,3
GUEST001538,PROP009_R0025,Standard,2,False,True,False,Mountain View,41,False,5
GUEST001538,PROP007_R0030,Suite,1,True,False,False,Mountain View,29,False,5
GUEST001538,PROP010_R0028,Deluxe,4,True,False,False,Standard,39,False,3
GUEST001538,PROP004_R0023,Suite,2,True,False,False,Standard,37,True,4
GUEST001538,PROP008_R0012,Deluxe,2,True,True,True,City View,36,False,4
GUEST001538,PROP004_R0009,Standard,3,True,True,False,City View,31,True,4
GUEST001538,PROP009_R0027,Deluxe,1,True,True,False,Standard,27,False,5
GUEST001539,PROP005_R0001,Suite,3,False,True,False,Garden View,15,False,5
GUEST001539,PROP006_R0010,Suite,1,True,True,False,Garden View,33,False,5
GUEST001539,PROP007_R0014,Suite,4,True,True,True,Mountain View,38,False,4
GUEST001539,PROP003_R0022,Suite,4,False,True,False,Sea View,20,False,4
GUEST001540,PROP010_R0008,Deluxe,4,True,False,False,Garden View,49,False,5
GUEST001540,PROP009_R0003,Standard,2,True,False,False,Sea View,38,True,3
GUEST001540,PROP004_R0019,Standard,3,False,True,False,Mountain View,38,True,5
GUEST001541,PROP005_R0025,Family,1,True,False,False,City View,28,False,5
GUEST001541,PROP004_R0027,Deluxe,3,False,False,False,Mountain View,45,False,5
GUEST001541,PROP004_R0020,Family,1,True,False,False,Standard,15,False,5
GUEST001541,PROP008_R0010,Deluxe,2,False,False,False,Garden View,37,False,5
GUEST001541,PROP009_R0018,Deluxe,1,False,False,False,Sea View,28,False,5
GUEST001541,PROP006_R0019,Standard,3,True,False,False,Mountain View,35,True,4
GUEST001541,PROP001_R0015,Suite,4,False,True,False,City View,49,False,5
GUEST001542,PROP010_R0009,Deluxe,4,True,True,False,Sea View,21,False,5
GUEST001542,PROP002_R0026,Deluxe,5,False,False,False,Standard,22,False,5
GUEST001542,PROP003_R0023,Deluxe,1,True,True,False,Standard,20,False,5
GUEST001542,PROP002_R0027,Family,4,True,False,False,Standard,17,True,3
GUEST001542,PROP010_R0019,Standard,3,True,True,False,City View,34,False,3
GUEST001542,PROP008_R0007,Suite,2,True,True,True,Mountain View,50,True,5
GUEST001542,PROP009_R0005,Family,2,True,True,False,Standard,46,False,3
GUEST001543,PROP009_R0008,Standard,1,True,True,False,Sea View,37,False,5
GUEST001543,PROP002_R0005,Standard,1,True,True,False,Mountain View,28,False,4
GUEST001543,PROP003_R0005,Standard,4,False,False,False,Sea View,30,False,5
GUEST001544,PROP007_R0003,Standard,5,False,False,True,Mountain View,46,False,5
GUEST001544,PROP001_R0013,Suite,3,True,True,False,Garden View,20,False,5
GUEST001544,PROP005_R0011,Deluxe,3,True,False,False,Sea View,32,False,5
GUEST001544,PROP005_R0030,Deluxe,2,True,False,False,City View,39,True,4
GUEST001545,PROP006_R0014,Deluxe,5,True,False,False,Standard,43,False,3
GUEST001545,PROP002_R0013,Standard,5,False,True,False,Sea View,31,True,4
GUEST001545,PROP010_R0020,Standard,2,True,False,False,Standard,46,False,5
GUEST001546,PROP008_R0015,Standard,4,True,False,False,City View,36,True,4
GUEST001546,PROP010_R0029,Deluxe,3,True,True,False,Garden View,19,False,5
GUEST001546,PROP006_R0022,Deluxe,5,True,False,False,Standard,20,False,5
GUEST001546,PROP004_R0009,Standard,2,False,True,False,Sea View,15,False,5
GUEST001546,PROP007_R0006,Standard,5,True,False,False,Mountain View,47,False,3
GUEST001546,PROP006_R0023,Family,2,True,True,False,Standard,44,False,5
GUEST001546,PROP003_R0008,Deluxe,1,False,False,True,Mountain View,38,False,4
GUEST001546,PROP002_R0022,Standard,5,True,True,False,Standard,18,True,4
GUEST001547,PROP010_R0026,Deluxe,5,False,False,False,Garden View,40,True,4
GUEST001547,PROP005_R0014,Standard,3,True,True,False,Standard,15,False,4
GUEST001547,PROP006_R0002,Deluxe,1,False,True,False,Standard,22,False,3
GUEST001547,PROP002_R0005,Standard,3,True,True,False,Standard,29,False,5
GUEST001547,PROP002_R0020,Standard,5,False,True,False,City View,50,False,5
GUEST001547,PROP001_R0027,Suite,5,True,False,False,Garden View,50,False,4
GUEST001547,PROP005_R0009,Penthouse,4,False,False,False,City View,44,True,5
GUEST001547,PROP010_R0022,Standard,5,False,True,False,Standard,15,True,4
GUEST001548,PROP002_R0024,Standard,4,True,False,False,Garden View,24,True,3
GUEST001548,PROP001_R0016,Suite,2,True,False,True,Mountain View,28,False,3
GUEST001548,PROP002_R0026,Deluxe,2,False,False,False,Garden View,32,True,5
GUEST001548,PROP001_R0006,Penthouse,2,True,True,False,Sea View,31,True,5
GUEST001548,PROP005_R0009,Penthouse,1,True,True,False,Garden View,15,False,4
GUEST001548,PROP002_R0024,Standard,2,True,True,False,Mountain View,15,True,5
GUEST001548,PROP003_R0021,Deluxe,3,False,False,False,Standard,34,False,5
GUEST001548,PROP004_R0006,Standard,1,True,True,True,City View,24,False,4
GUEST001549,PROP004_R0008,Deluxe,2,False,True,False,Sea View,43,True,4
GUEST001549,PROP010_R0013,Deluxe,1,False,True,False,Mountain View,29,False,3
GUEST001550,PROP008_R0030,Deluxe,5,False,True,False,Mountain View,21,False,4
GUEST001550,PROP009_R0014,Standard,3,True,True,False,Standard,48,True,5
GUEST001550,PROP006_R0014,Deluxe,4,True,False,False,Garden View,23,False,5
GUEST001550,PROP004_R0029,Standard,3,True,False,False,Garden View,19,False,3
GUEST001550,PROP010_R0014,Family,2,False,True,False,Mountain View,36,True,4
GUEST001550,PROP002_R0005,Standard,2,True,False,False,Standard,21,False,4
GUEST001550,PROP003_R0020,Family,1,True,False,False,Garden View,15,False,5
GUEST001550,PROP001_R0007,Standard,5,False,True,False,Standard,33,False,5
GUEST001551,PROP005_R0010,Standard,2,True,False,False,Sea View,44,False,5
GUEST001551,PROP008_R0030,Deluxe,3,False,True,False,Sea View,45,False,5
GUEST001551,PROP007_R0008,Standard,4,True,True,False,Sea View,19,False,5
GUEST001552,PROP007_R0013,Suite,1,True,False,False,Standard,49,False,5
GUEST001552,PROP003_R0026,Standard,3,False,True,False,Standard,22,True,5
GUEST001552,PROP009_R0030,Suite,1,True,False,False,Garden View,15,True,5
GUEST001552,PROP004_R0006,Standard,5,False,True,False,Standard,23,False,4
GUEST001553,PROP005_R0020,Deluxe,2,True,True,False,Sea View,30,True,4
GUEST001553,PROP006_R0014,Deluxe,1,True,False,False,City View,26,False,5
GUEST001553,PROP004_R0013,Suite,2,False,True,False,Standard,43,False,5
GUEST001553,PROP008_R0028,Standard,2,True,True,False,Sea View,37,True,3
GUEST001553,PROP007_R0003,Standard,3,False,False,False,Mountain View,22,False,5
GUEST001553,PROP003_R0015,Standard,4,False,False,False,City View,27,True,4
GUEST001553,PROP008_R0017,Standard,4,False,False,False,Standard,37,False,5
GUEST001553,PROP010_R0016,Deluxe,2,True,True,False,Standard,43,False,5
GUEST001554,PROP001_R0028,Deluxe,4,False,False,False,City View,33,True,3
GUEST001554,PROP004_R0021,Family,3,False,True,False,Garden View,44,False,5
GUEST001554,PROP010_R0024,Deluxe,3,True,True,False,City View,30,False,5
GUEST001554,PROP008_R0009,Standard,2,True,True,False,Mountain View,31,True,4
GUEST001555,PROP005_R0015,Deluxe,5,False,True,False,Mountain View,36,True,4
GUEST001555,PROP010_R0001,Deluxe,1,False,True,False,Mountain View,48,True,4
GUEST001555,PROP002_R0014,Deluxe,5,False,True,False,Sea View,34,True,5
GUEST001555,PROP005_R0027,Suite,4,False,True,False,Mountain View,37,True,4
GUEST001555,PROP009_R0013,Family,4,True,False,False,Mountain View,38,False,4
GUEST001556,PROP002_R0018,Family,5,True,True,False,Sea View,16,True,4
GUEST001556,PROP009_R0024,Standard,3,True,False,False,Sea View,45,True,5
GUEST001557,PROP010_R0018,Deluxe,4,True,True,False,Sea View,18,True,3
GUEST001557,PROP010_R0025,Penthouse,5,True,True,False,Sea View,32,False,4
GUEST001557,PROP009_R0029,Standard,2,True,True,True,Sea View,35,True,5
GUEST001558,PROP005_R0018,Penthouse,1,True,True,False,Standard,25,True,5
GUEST001558,PROP010_R0011,Deluxe,3,False,False,False,Standard,18,False,4
GUEST001558,PROP009_R0021,Suite,1,True,True,False,Sea View,32,False,4
GUEST001558,PROP005_R0026,Deluxe,3,True,False,False,Standard,34,False,3
GUEST001558,PROP009_R0002,Standard,2,True,False,False,City View,23,False,3
GUEST001558,PROP003_R0026,Standard,5,True,False,False,Garden View,39,True,5
GUEST001559,PROP005_R0012,Deluxe,5,True,True,False,Standard,47,True,5
GUEST001559,PROP010_R0013,Deluxe,2,False,True,False,Sea View,15,False,4
GUEST001559,PROP002_R0010,Suite,2,True,False,True,City View,27,True,3
GUEST001559,PROP006_R0015,Standard,1,True,False,False,Standard,29,False,5
GUEST001559,PROP003_R0012,Deluxe,4,True,False,False,Mountain View,37,True,5
GUEST001559,PROP004_R0012,Family,3,True,False,False,City View,18,True,4
GUEST001559,PROP009_R0017,Deluxe,2,True,True,False,Standard,16,False,3
GUEST001560,PROP002_R0004,Deluxe,3,True,False,False,Garden View,17,False,3
GUEST001560,PROP008_R0006,Standard,3,True,True,True,Mountain View,48,True,4
GUEST001560,PROP005_R0021,Family,3,False,False,False,Standard,42,False,4
GUEST001561,PROP006_R0022,Deluxe,3,True,True,False,City View,20,True,3
GUEST001561,PROP001_R0001,Standard,2,True,True,False,City View,49,False,3
GUEST001561,PROP001_R0029,Standard,4,True,False,False,Garden View,27,False,5
GUEST001561,PROP008_R0016,Standard,1,True,False,False,Garden View,25,True,5
GUEST001562,PROP009_R0003,Standard,2,True,True,False,Sea View,46,True,4
GUEST001562,PROP010_R0021,Standard,3,False,True,False,City View,49,True,4
GUEST001562,PROP007_R0003,Standard,5,False,True,False,Standard,36,True,4
GUEST001562,PROP008_R0004,Family,4,True,True,False,Garden View,39,True,3
GUEST001563,PROP008_R0001,Suite,5,True,False,False,City View,43,True,4
GUEST001563,PROP004_R0007,Standard,2,False,False,False,City View,24,False,3
GUEST001563,PROP005_R0010,Standard,3,True,False,False,Mountain View,45,True,4
GUEST001563,PROP010_R0005,Deluxe,5,False,True,False,Mountain View,33,False,4
GUEST001563,PROP005_R0017,Deluxe,4,True,False,False,Sea View,40,True,3
GUEST001564,PROP009_R0010,Deluxe,2,True,False,False,City View,16,False,5
GUEST001564,PROP010_R0007,Suite,2,True,False,False,Garden View,18,False,5
GUEST001564,PROP004_R0020,Family,1,False,False,False,City View,27,False,5
GUEST001564,PROP001_R0024,Deluxe,4,True,True,False,City View,33,True,3
GUEST001564,PROP005_R0006,Deluxe,3,True,True,True,Standard,23,False,4
GUEST001564,PROP009_R0013,Family,2,False,True,False,Sea View,25,True,4
GUEST001564,PROP004_R0023,Suite,3,True,False,False,Standard,36,False,5
GUEST001564,PROP008_R0005,Standard,3,False,True,False,Garden View,40,False,3
GUEST001565,PROP006_R0018,Deluxe,1,False,True,False,Sea View,18,True,5
GUEST001565,PROP009_R0017,Deluxe,3,True,False,False,City View,35,True,4
GUEST001566,PROP008_R0027,Family,4,False,False,False,City View,36,True,5
GUEST001566,PROP007_R0001,Standard,2,True,True,False,Garden View,26,True,5
GUEST001566,PROP009_R0002,Standard,3,True,False,False,City View,29,False,5
GUEST001567,PROP009_R0012,Family,3,True,True,True,Standard,19,False,4
GUEST001567,PROP006_R0026,Standard,3,True,False,True,Sea View,40,True,3
GUEST001567,PROP004_R0011,Deluxe,5,True,False,False,Mountain View,16,True,5
GUEST001567,PROP004_R0010,Deluxe,4,True,True,False,Garden View,27,False,5
GUEST001567,PROP005_R0008,Deluxe,2,True,False,False,Sea View,50,False,5
GUEST001567,PROP009_R0025,Standard,1,False,True,False,Standard,15,False,5
GUEST001567,PROP004_R0026,Deluxe,2,False,True,False,Garden View,25,False,5
GUEST001568,PROP005_R0019,Deluxe,2,True,False,False,Mountain View,21,False,5
GUEST001568,PROP010_R0016,Deluxe,1,True,True,False,Mountain View,16,True,3
GUEST001568,PROP001_R0018,Family,5,True,False,False,Garden View,16,False,5
GUEST001568,PROP005_R0021,Family,2,False,False,False,Garden View,35,True,5
GUEST001568,PROP002_R0014,Deluxe,4,False,False,False,City View,36,True,3
GUEST001569,PROP003_R0008,Deluxe,4,True,True,False,Garden View,44,True,3
GUEST001569,PROP010_R0014,Family,5,True,False,False,Standard,47,False,5
GUEST001569,PROP010_R0007,Suite,1,True,False,False,City View,17,False,4
GUEST001570,PROP006_R0028,Family,5,False,False,False,Garden View,17,False,4
GUEST001570,PROP010_R0027,Standard,5,True,True,False,Sea View,29,False,5
GUEST001570,PROP004_R0004,Suite,2,False,False,False,Garden View,30,False,5
GUEST001570,PROP009_R0020,Standard,2,True,False,False,Mountain View,18,True,5
GUEST001570,PROP007_R0029,Suite,5,False,True,False,Garden View,35,False,3
GUEST001570,PROP007_R0012,Standard,2,True,False,False,City View,21,True,3
GUEST001571,PROP002_R0007,Standard,3,True,True,False,Mountain View,45,True,5
GUEST001571,PROP007_R0022,Family,4,False,True,False,Standard,16,False,5
GUEST001571,PROP004_R0008,Deluxe,1,False,True,False,Standard,31,True,5
GUEST001571,PROP002_R0027,Family,1,False,True,True,City View,23,False,5
GUEST001571,PROP003_R0020,Family,4,True,True,False,Garden View,30,False,4
GUEST001572,PROP003_R0026,Standard,2,False,True,False,Mountain View,41,False,5
GUEST001572,PROP007_R0027,Family,4,False,False,False,Standard,27,True,5
GUEST001572,PROP010_R0006,Standard,3,False,True,True,Standard,48,False,4
GUEST001572,PROP009_R0011,Deluxe,4,True,False,False,City View,23,False,5
GUEST001572,PROP002_R0029,Deluxe,2,False,False,True,Garden View,46,True,5
GUEST001573,PROP009_R0009,Family,2,False,False,False,Sea View,45,False,4
