date,property_id,occupancy_rate,available_rooms,occupied_rooms,average_nightly_rate,day_of_week,season,is_holiday
2022-07-14,PROP001,0.95,1,28,318.4,Thursday,Summer,False
2022-07-14,PROP002,0.818,5,24,328.12,Thursday,Summer,False
2022-07-14,PROP003,0.903,2,27,308.08,Thursday,Summer,False
2022-07-14,PROP004,0.95,1,28,337.32,Thursday,Summer,False
2022-07-14,PROP005,0.78,6,23,337.68,Thursday,Summer,False
2022-07-14,PROP006,0.95,1,28,307.96,Thursday,Summer,False
2022-07-14,PROP007,0.95,1,28,320.84,Thursday,Summer,False
2022-07-14,PROP008,0.899,3,26,353.04,Thursday,Summer,False
2022-07-14,PROP009,0.624,11,18,328.92,Thursday,Summer,False
2022-07-14,PROP010,0.739,7,22,316.52,Thursday,Summer,False
2022-07-15,PROP001,0.95,1,28,318.4,Friday,Summer,False
2022-07-15,PROP002,0.919,2,27,328.12,Friday,Summer,False
2022-07-15,PROP003,0.95,1,28,308.08,Friday,Summer,False
2022-07-15,PROP004,0.95,1,28,337.32,Friday,Summer,False
2022-07-15,PROP005,0.837,4,25,337.68,Friday,Summer,False
2022-07-15,PROP006,0.95,1,28,307.96,Friday,Summer,False
2022-07-15,PROP007,0.562,13,16,320.84,Friday,Summer,False
2022-07-15,PROP008,0.95,1,28,353.04,Friday,Summer,False
2022-07-15,PROP009,0.95,1,28,328.92,Friday,Summer,False
2022-07-15,PROP010,0.881,3,26,316.52,Friday,Summer,False
2022-07-16,PROP001,0.95,1,28,318.4,Saturday,Summer,True
2022-07-16,PROP002,0.95,1,28,328.12,Saturday,Summer,True
2022-07-16,PROP003,0.95,1,28,308.08,Saturday,Summer,True
2022-07-16,PROP004,0.95,1,28,337.32,Saturday,Summer,True
2022-07-16,PROP005,0.95,1,28,337.68,Saturday,Summer,True
2022-07-16,PROP006,0.92,2,27,307.96,Saturday,Summer,True
2022-07-16,PROP007,0.95,1,28,320.84,Saturday,Summer,True
2022-07-16,PROP008,0.95,1,28,353.04,Saturday,Summer,True
2022-07-16,PROP009,0.95,1,28,328.92,Saturday,Summer,True
2022-07-16,PROP010,0.95,1,28,316.52,Saturday,Summer,True
2022-07-17,PROP001,0.95,1,28,318.4,Sunday,Summer,True
2022-07-17,PROP002,0.832,5,24,328.12,Sunday,Summer,True
2022-07-17,PROP003,0.95,1,28,308.08,Sunday,Summer,True
2022-07-17,PROP004,0.933,1,28,337.32,Sunday,Summer,True
2022-07-17,PROP005,0.95,1,28,337.68,Sunday,Summer,True
2022-07-17,PROP006,0.754,7,22,307.96,Sunday,Summer,True
2022-07-17,PROP007,0.663,10,19,320.84,Sunday,Summer,True
2022-07-17,PROP008,0.95,1,28,353.04,Sunday,Summer,True
2022-07-17,PROP009,0.95,1,28,328.92,Sunday,Summer,True
2022-07-17,PROP010,0.95,1,28,316.52,Sunday,Summer,True
2022-07-18,PROP001,0.95,1,28,318.4,Monday,Summer,False
2022-07-18,PROP002,0.95,1,28,328.12,Monday,Summer,False
2022-07-18,PROP003,0.95,1,28,308.08,Monday,Summer,False
2022-07-18,PROP004,0.587,12,17,337.32,Monday,Summer,False
2022-07-18,PROP005,0.8,5,24,337.68,Monday,Summer,False
2022-07-18,PROP006,0.95,1,28,307.96,Monday,Summer,False
2022-07-18,PROP007,0.95,1,28,320.84,Monday,Summer,False
2022-07-18,PROP008,0.95,1,28,353.04,Monday,Summer,False
2022-07-18,PROP009,0.95,1,28,328.92,Monday,Summer,False
2022-07-18,PROP010,0.611,11,18,316.52,Monday,Summer,False
2022-07-19,PROP001,0.851,4,25,318.4,Tuesday,Summer,False
2022-07-19,PROP002,0.79,6,23,328.12,Tuesday,Summer,False
2022-07-19,PROP003,0.95,1,28,308.08,Tuesday,Summer,False
2022-07-19,PROP004,0.95,1,28,337.32,Tuesday,Summer,False
2022-07-19,PROP005,0.897,3,26,337.68,Tuesday,Summer,False
2022-07-19,PROP006,0.95,1,28,307.96,Tuesday,Summer,False
2022-07-19,PROP007,0.826,5,24,320.84,Tuesday,Summer,False
2022-07-19,PROP008,0.95,1,28,353.04,Tuesday,Summer,False
2022-07-19,PROP009,0.895,3,26,328.92,Tuesday,Summer,False
2022-07-19,PROP010,0.95,1,28,316.52,Tuesday,Summer,False
2022-07-20,PROP001,0.938,1,28,318.4,Wednesday,Summer,False
2022-07-20,PROP002,0.95,1,28,328.12,Wednesday,Summer,False
2022-07-20,PROP003,0.95,1,28,308.08,Wednesday,Summer,False
2022-07-20,PROP004,0.95,1,28,337.32,Wednesday,Summer,False
2022-07-20,PROP005,0.507,14,15,337.68,Wednesday,Summer,False
2022-07-20,PROP006,0.95,1,28,307.96,Wednesday,Summer,False
2022-07-20,PROP007,0.95,1,28,320.84,Wednesday,Summer,False
2022-07-20,PROP008,0.807,5,24,353.04,Wednesday,Summer,False
2022-07-20,PROP009,0.794,6,23,328.92,Wednesday,Summer,False
2022-07-20,PROP010,0.95,1,28,316.52,Wednesday,Summer,False
2022-07-21,PROP001,0.95,1,28,318.4,Thursday,Summer,False
2022-07-21,PROP002,0.945,1,28,328.12,Thursday,Summer,False
2022-07-21,PROP003,0.95,1,28,308.08,Thursday,Summer,False
2022-07-21,PROP004,0.927,2,27,337.32,Thursday,Summer,False
2022-07-21,PROP005,0.665,10,19,337.68,Thursday,Summer,False
2022-07-21,PROP006,0.948,1,28,307.96,Thursday,Summer,False
2022-07-21,PROP007,0.62,11,18,320.84,Thursday,Summer,False
2022-07-21,PROP008,0.95,1,28,353.04,Thursday,Summer,False
2022-07-21,PROP009,0.906,2,27,328.92,Thursday,Summer,False
2022-07-21,PROP010,0.875,3,26,316.52,Thursday,Summer,False
2022-07-22,PROP001,0.95,1,28,318.4,Friday,Summer,False
2022-07-22,PROP002,0.95,1,28,328.12,Friday,Summer,False
2022-07-22,PROP003,0.727,8,21,308.08,Friday,Summer,False
2022-07-22,PROP004,0.95,1,28,337.32,Friday,Summer,False
2022-07-22,PROP005,0.95,1,28,337.68,Friday,Summer,False
2022-07-22,PROP006,0.95,1,28,307.96,Friday,Summer,False
2022-07-22,PROP007,0.95,1,28,320.84,Friday,Summer,False
2022-07-22,PROP008,0.95,1,28,353.04,Friday,Summer,False
2022-07-22,PROP009,0.694,9,20,328.92,Friday,Summer,False
2022-07-22,PROP010,0.751,7,22,316.52,Friday,Summer,False
2022-07-23,PROP001,0.95,1,28,318.4,Saturday,Summer,True
2022-07-23,PROP002,0.95,1,28,328.12,Saturday,Summer,True
2022-07-23,PROP003,0.95,1,28,308.08,Saturday,Summer,True
2022-07-23,PROP004,0.95,1,28,337.32,Saturday,Summer,True
2022-07-23,PROP005,0.531,14,15,337.68,Saturday,Summer,True
2022-07-23,PROP006,0.95,1,28,307.96,Saturday,Summer,True
2022-07-23,PROP007,0.95,1,28,320.84,Saturday,Summer,True
2022-07-23,PROP008,0.95,1,28,353.04,Saturday,Summer,True
2022-07-23,PROP009,0.664,10,19,328.92,Saturday,Summer,True
2022-07-23,PROP010,0.95,1,28,316.52,Saturday,Summer,True
2022-07-24,PROP001,0.95,1,28,318.4,Sunday,Summer,True
2022-07-24,PROP002,0.904,2,27,328.12,Sunday,Summer,True
2022-07-24,PROP003,0.665,10,19,308.08,Sunday,Summer,True
2022-07-24,PROP004,0.95,1,28,337.32,Sunday,Summer,True
2022-07-24,PROP005,0.95,1,28,337.68,Sunday,Summer,True
2022-07-24,PROP006,0.95,1,28,307.96,Sunday,Summer,True
2022-07-24,PROP007,0.781,6,23,320.84,Sunday,Summer,True
2022-07-24,PROP008,0.95,1,28,353.04,Sunday,Summer,True
2022-07-24,PROP009,0.919,2,27,328.92,Sunday,Summer,True
2022-07-24,PROP010,0.95,1,28,316.52,Sunday,Summer,True
2022-07-25,PROP001,0.888,3,26,318.4,Monday,Summer,False
2022-07-25,PROP002,0.95,1,28,328.12,Monday,Summer,False
2022-07-25,PROP003,0.95,1,28,308.08,Monday,Summer,False
2022-07-25,PROP004,0.72,8,21,337.32,Monday,Summer,False
2022-07-25,PROP005,0.891,3,26,337.68,Monday,Summer,False
2022-07-25,PROP006,0.914,2,27,307.96,Monday,Summer,False
2022-07-25,PROP007,0.95,1,28,320.84,Monday,Summer,False
2022-07-25,PROP008,0.95,1,28,353.04,Monday,Summer,False
2022-07-25,PROP009,0.95,1,28,328.92,Monday,Summer,False
2022-07-25,PROP010,0.794,6,23,316.52,Monday,Summer,False
2022-07-26,PROP001,0.766,7,22,318.4,Tuesday,Summer,False
2022-07-26,PROP002,0.95,1,28,328.12,Tuesday,Summer,False
2022-07-26,PROP003,0.878,3,26,308.08,Tuesday,Summer,False
2022-07-26,PROP004,0.95,1,28,337.32,Tuesday,Summer,False
2022-07-26,PROP005,0.779,6,23,337.68,Tuesday,Summer,False
2022-07-26,PROP006,0.95,1,28,307.96,Tuesday,Summer,False
2022-07-26,PROP007,0.83,5,24,320.84,Tuesday,Summer,False
2022-07-26,PROP008,0.95,1,28,353.04,Tuesday,Summer,False
2022-07-26,PROP009,0.86,4,25,328.92,Tuesday,Summer,False
2022-07-26,PROP010,0.95,1,28,316.52,Tuesday,Summer,False
2022-07-27,PROP001,0.896,3,26,318.4,Wednesday,Summer,False
2022-07-27,PROP002,0.869,3,26,328.12,Wednesday,Summer,False
2022-07-27,PROP003,0.792,6,23,308.08,Wednesday,Summer,False
2022-07-27,PROP004,0.876,3,26,337.32,Wednesday,Summer,False
2022-07-27,PROP005,0.931,2,27,337.68,Wednesday,Summer,False
2022-07-27,PROP006,0.731,8,21,307.96,Wednesday,Summer,False
2022-07-27,PROP007,0.95,1,28,320.84,Wednesday,Summer,False
2022-07-27,PROP008,0.95,1,28,353.04,Wednesday,Summer,False
2022-07-27,PROP009,0.699,9,20,328.92,Wednesday,Summer,False
2022-07-27,PROP010,0.95,1,28,316.52,Wednesday,Summer,False
2022-07-28,PROP001,0.836,4,25,318.4,Thursday,Summer,False
2022-07-28,PROP002,0.757,7,22,328.12,Thursday,Summer,False
2022-07-28,PROP003,0.912,2,27,308.08,Thursday,Summer,False
2022-07-28,PROP004,0.95,1,28,337.32,Thursday,Summer,False
2022-07-28,PROP005,0.95,1,28,337.68,Thursday,Summer,False
2022-07-28,PROP006,0.801,5,24,307.96,Thursday,Summer,False
2022-07-28,PROP007,0.95,1,28,320.84,Thursday,Summer,False
2022-07-28,PROP008,0.838,4,25,353.04,Thursday,Summer,False
2022-07-28,PROP009,0.95,1,28,328.92,Thursday,Summer,False
2022-07-28,PROP010,0.831,5,24,316.52,Thursday,Summer,False
2022-07-29,PROP001,0.95,1,28,318.4,Friday,Summer,False
2022-07-29,PROP002,0.914,2,27,328.12,Friday,Summer,False
2022-07-29,PROP003,0.95,1,28,308.08,Friday,Summer,False
2022-07-29,PROP004,0.95,1,28,337.32,Friday,Summer,False
2022-07-29,PROP005,0.95,1,28,337.68,Friday,Summer,False
2022-07-29,PROP006,0.95,1,28,307.96,Friday,Summer,False
2022-07-29,PROP007,0.95,1,28,320.84,Friday,Summer,False
2022-07-29,PROP008,0.95,1,28,353.04,Friday,Summer,False
2022-07-29,PROP009,0.614,11,18,328.92,Friday,Summer,False
2022-07-29,PROP010,0.95,1,28,316.52,Friday,Summer,False
2022-07-30,PROP001,0.917,2,27,318.4,Saturday,Summer,True
2022-07-30,PROP002,0.95,1,28,328.12,Saturday,Summer,True
2022-07-30,PROP003,0.732,8,21,308.08,Saturday,Summer,True
2022-07-30,PROP004,0.653,10,19,337.32,Saturday,Summer,True
2022-07-30,PROP005,0.95,1,28,337.68,Saturday,Summer,True
2022-07-30,PROP006,0.798,6,23,307.96,Saturday,Summer,True
2022-07-30,PROP007,0.95,1,28,320.84,Saturday,Summer,True
2022-07-30,PROP008,0.95,1,28,353.04,Saturday,Summer,True
2022-07-30,PROP009,0.95,1,28,328.92,Saturday,Summer,True
2022-07-30,PROP010,0.909,2,27,316.52,Saturday,Summer,True
2022-07-31,PROP001,0.653,10,19,318.4,Sunday,Summer,True
2022-07-31,PROP002,0.901,2,27,328.12,Sunday,Summer,True
2022-07-31,PROP003,0.95,1,28,308.08,Sunday,Summer,True
2022-07-31,PROP004,0.95,1,28,337.32,Sunday,Summer,True
2022-07-31,PROP005,0.95,1,28,337.68,Sunday,Summer,True
2022-07-31,PROP006,0.95,1,28,307.96,Sunday,Summer,True
2022-07-31,PROP007,0.95,1,28,320.84,Sunday,Summer,True
2022-07-31,PROP008,0.95,1,28,353.04,Sunday,Summer,True
2022-07-31,PROP009,0.656,10,19,328.92,Sunday,Summer,True
2022-07-31,PROP010,0.746,7,22,316.52,Sunday,Summer,True
2022-08-01,PROP001,0.717,8,21,318.4,Monday,Summer,False
2022-08-01,PROP002,0.911,2,27,328.12,Monday,Summer,False
2022-08-01,PROP003,0.931,2,27,308.08,Monday,Summer,False
2022-08-01,PROP004,0.95,1,28,337.32,Monday,Summer,False
2022-08-01,PROP005,0.95,1,28,337.68,Monday,Summer,False
2022-08-01,PROP006,0.95,1,28,307.96,Monday,Summer,False
2022-08-01,PROP007,0.95,1,28,320.84,Monday,Summer,False
2022-08-01,PROP008,0.915,2,27,353.04,Monday,Summer,False
2022-08-01,PROP009,0.765,7,22,328.92,Monday,Summer,False
2022-08-01,PROP010,0.95,1,28,316.52,Monday,Summer,False
2022-08-02,PROP001,0.923,2,27,318.4,Tuesday,Summer,False
2022-08-02,PROP002,0.733,8,21,328.12,Tuesday,Summer,False
2022-08-02,PROP003,0.89,3,26,308.08,Tuesday,Summer,False
2022-08-02,PROP004,0.625,11,18,337.32,Tuesday,Summer,False
2022-08-02,PROP005,0.95,1,28,337.68,Tuesday,Summer,False
2022-08-02,PROP006,0.816,5,24,307.96,Tuesday,Summer,False
2022-08-02,PROP007,0.802,5,24,320.84,Tuesday,Summer,False
2022-08-02,PROP008,0.95,1,28,353.04,Tuesday,Summer,False
2022-08-02,PROP009,0.928,2,27,328.92,Tuesday,Summer,False
2022-08-02,PROP010,0.95,1,28,316.52,Tuesday,Summer,False
2022-08-03,PROP001,0.838,4,25,318.4,Wednesday,Summer,False
2022-08-03,PROP002,0.95,1,28,328.12,Wednesday,Summer,False
2022-08-03,PROP003,0.95,1,28,308.08,Wednesday,Summer,False
2022-08-03,PROP004,0.95,1,28,337.32,Wednesday,Summer,False
2022-08-03,PROP005,0.772,6,23,337.68,Wednesday,Summer,False
2022-08-03,PROP006,0.95,1,28,307.96,Wednesday,Summer,False
2022-08-03,PROP007,0.95,1,28,320.84,Wednesday,Summer,False
2022-08-03,PROP008,0.95,1,28,353.04,Wednesday,Summer,False
2022-08-03,PROP009,0.95,1,28,328.92,Wednesday,Summer,False
2022-08-03,PROP010,0.95,1,28,316.52,Wednesday,Summer,False
2022-08-04,PROP001,0.731,8,21,318.4,Thursday,Summer,False
2022-08-04,PROP002,0.887,3,26,328.12,Thursday,Summer,False
2022-08-04,PROP003,0.779,6,23,308.08,Thursday,Summer,False
2022-08-04,PROP004,0.95,1,28,337.32,Thursday,Summer,False
2022-08-04,PROP005,0.95,1,28,337.68,Thursday,Summer,False
2022-08-04,PROP006,0.949,1,28,307.96,Thursday,Summer,False
2022-08-04,PROP007,0.858,4,25,320.84,Thursday,Summer,False
2022-08-04,PROP008,0.95,1,28,353.04,Thursday,Summer,False
2022-08-04,PROP009,0.619,11,18,328.92,Thursday,Summer,False
2022-08-04,PROP010,0.95,1,28,316.52,Thursday,Summer,False
2022-08-05,PROP001,0.95,1,28,318.4,Friday,Summer,False
2022-08-05,PROP002,0.95,1,28,328.12,Friday,Summer,False
2022-08-05,PROP003,0.848,4,25,308.08,Friday,Summer,False
2022-08-05,PROP004,0.95,1,28,337.32,Friday,Summer,False
2022-08-05,PROP005,0.95,1,28,337.68,Friday,Summer,False
2022-08-05,PROP006,0.95,1,28,307.96,Friday,Summer,False
2022-08-05,PROP007,0.95,1,28,320.84,Friday,Summer,False
2022-08-05,PROP008,0.938,1,28,353.04,Friday,Summer,False
2022-08-05,PROP009,0.95,1,28,328.92,Friday,Summer,False
2022-08-05,PROP010,0.541,13,16,316.52,Friday,Summer,False
2022-08-06,PROP001,0.95,1,28,318.4,Saturday,Summer,True
2022-08-06,PROP002,0.876,3,26,328.12,Saturday,Summer,True
2022-08-06,PROP003,0.95,1,28,308.08,Saturday,Summer,True
2022-08-06,PROP004,0.95,1,28,337.32,Saturday,Summer,True
2022-08-06,PROP005,0.95,1,28,337.68,Saturday,Summer,True
2022-08-06,PROP006,0.95,1,28,307.96,Saturday,Summer,True
2022-08-06,PROP007,0.546,13,16,320.84,Saturday,Summer,True
2022-08-06,PROP008,0.873,3,26,353.04,Saturday,Summer,True
2022-08-06,PROP009,0.95,1,28,328.92,Saturday,Summer,True
2022-08-06,PROP010,0.803,5,24,316.52,Saturday,Summer,True
2022-08-07,PROP001,0.931,2,27,318.4,Sunday,Summer,True
2022-08-07,PROP002,0.734,7,22,328.12,Sunday,Summer,True
2022-08-07,PROP003,0.95,1,28,308.08,Sunday,Summer,True
2022-08-07,PROP004,0.95,1,28,337.32,Sunday,Summer,True
2022-08-07,PROP005,0.95,1,28,337.68,Sunday,Summer,True
2022-08-07,PROP006,0.866,4,25,307.96,Sunday,Summer,True
2022-08-07,PROP007,0.95,1,28,320.84,Sunday,Summer,True
2022-08-07,PROP008,0.95,1,28,353.04,Sunday,Summer,True
2022-08-07,PROP009,0.885,3,26,328.92,Sunday,Summer,True
2022-08-07,PROP010,0.939,1,28,316.52,Sunday,Summer,True
2022-08-08,PROP001,0.702,8,21,318.4,Monday,Summer,False
2022-08-08,PROP002,0.822,5,24,328.12,Monday,Summer,False
2022-08-08,PROP003,0.834,4,25,308.08,Monday,Summer,False
2022-08-08,PROP004,0.95,1,28,337.32,Monday,Summer,False
2022-08-08,PROP005,0.95,1,28,337.68,Monday,Summer,False
2022-08-08,PROP006,0.731,8,21,307.96,Monday,Summer,False
2022-08-08,PROP007,0.907,2,27,320.84,Monday,Summer,False
2022-08-08,PROP008,0.905,2,27,353.04,Monday,Summer,False
2022-08-08,PROP009,0.77,6,23,328.92,Monday,Summer,False
2022-08-08,PROP010,0.772,6,23,316.52,Monday,Summer,False
2022-08-09,PROP001,0.768,6,23,318.4,Tuesday,Summer,False
2022-08-09,PROP002,0.842,4,25,328.12,Tuesday,Summer,False
2022-08-09,PROP003,0.95,1,28,308.08,Tuesday,Summer,False
2022-08-09,PROP004,0.74,7,22,337.32,Tuesday,Summer,False
2022-08-09,PROP005,0.681,9,20,337.68,Tuesday,Summer,False
2022-08-09,PROP006,0.866,4,25,307.96,Tuesday,Summer,False
2022-08-09,PROP007,0.95,1,28,320.84,Tuesday,Summer,False
2022-08-09,PROP008,0.95,1,28,353.04,Tuesday,Summer,False
2022-08-09,PROP009,0.658,10,19,328.92,Tuesday,Summer,False
2022-08-09,PROP010,0.95,1,28,316.52,Tuesday,Summer,False
2022-08-10,PROP001,0.949,1,28,318.4,Wednesday,Summer,False
2022-08-10,PROP002,0.851,4,25,328.12,Wednesday,Summer,False
2022-08-10,PROP003,0.684,9,20,308.08,Wednesday,Summer,False
2022-08-10,PROP004,0.95,1,28,337.32,Wednesday,Summer,False
2022-08-10,PROP005,0.792,6,23,337.68,Wednesday,Summer,False
2022-08-10,PROP006,0.95,1,28,307.96,Wednesday,Summer,False
2022-08-10,PROP007,0.926,2,27,320.84,Wednesday,Summer,False
2022-08-10,PROP008,0.95,1,28,353.04,Wednesday,Summer,False
2022-08-10,PROP009,0.92,2,27,328.92,Wednesday,Summer,False
2022-08-10,PROP010,0.744,7,22,316.52,Wednesday,Summer,False
2022-08-11,PROP001,0.552,13,16,318.4,Thursday,Summer,False
2022-08-11,PROP002,0.92,2,27,328.12,Thursday,Summer,False
2022-08-11,PROP003,0.95,1,28,308.08,Thursday,Summer,False
2022-08-11,PROP004,0.95,1,28,337.32,Thursday,Summer,False
2022-08-11,PROP005,0.366,19,10,337.68,Thursday,Summer,False
2022-08-11,PROP006,0.95,1,28,307.96,Thursday,Summer,False
2022-08-11,PROP007,0.95,1,28,320.84,Thursday,Summer,False
2022-08-11,PROP008,0.95,1,28,353.04,Thursday,Summer,False
2022-08-11,PROP009,0.473,15,14,328.92,Thursday,Summer,False
2022-08-11,PROP010,0.927,2,27,316.52,Thursday,Summer,False
2022-08-12,PROP001,0.95,1,28,318.4,Friday,Summer,False
2022-08-12,PROP002,0.95,1,28,328.12,Friday,Summer,False
2022-08-12,PROP003,0.95,1,28,308.08,Friday,Summer,False
2022-08-12,PROP004,0.747,7,22,337.32,Friday,Summer,False
2022-08-12,PROP005,0.95,1,28,337.68,Friday,Summer,False
2022-08-12,PROP006,0.95,1,28,307.96,Friday,Summer,False
2022-08-12,PROP007,0.677,9,20,320.84,Friday,Summer,False
2022-08-12,PROP008,0.95,1,28,353.04,Friday,Summer,False
2022-08-12,PROP009,0.95,1,28,328.92,Friday,Summer,False
2022-08-12,PROP010,0.933,2,27,316.52,Friday,Summer,False
2022-08-13,PROP001,0.95,1,28,318.4,Saturday,Summer,True
2022-08-13,PROP002,0.881,3,26,328.12,Saturday,Summer,True
2022-08-13,PROP003,0.862,4,25,308.08,Saturday,Summer,True
2022-08-13,PROP004,0.95,1,28,337.32,Saturday,Summer,True
2022-08-13,PROP005,0.742,7,22,337.68,Saturday,Summer,True
2022-08-13,PROP006,0.95,1,28,307.96,Saturday,Summer,True
2022-08-13,PROP007,0.95,1,28,320.84,Saturday,Summer,True
2022-08-13,PROP008,0.731,8,21,353.04,Saturday,Summer,True
2022-08-13,PROP009,0.95,1,28,328.92,Saturday,Summer,True
2022-08-13,PROP010,0.95,1,28,316.52,Saturday,Summer,True
2022-08-14,PROP001,0.95,1,28,318.4,Sunday,Summer,True
2022-08-14,PROP002,0.95,1,28,328.12,Sunday,Summer,True
2022-08-14,PROP003,0.95,1,28,308.08,Sunday,Summer,True
2022-08-14,PROP004,0.95,1,28,337.32,Sunday,Summer,True
2022-08-14,PROP005,0.95,1,28,337.68,Sunday,Summer,True
2022-08-14,PROP006,0.895,3,26,307.96,Sunday,Summer,True
2022-08-14,PROP007,0.763,7,22,320.84,Sunday,Summer,True
2022-08-14,PROP008,0.95,1,28,353.04,Sunday,Summer,True
2022-08-14,PROP009,0.909,2,27,328.92,Sunday,Summer,True
2022-08-14,PROP010,0.95,1,28,316.52,Sunday,Summer,True
2022-08-15,PROP001,0.95,1,28,318.4,Monday,Summer,True
2022-08-15,PROP002,0.803,5,24,328.12,Monday,Summer,True
2022-08-15,PROP003,0.95,1,28,308.08,Monday,Summer,True
2022-08-15,PROP004,0.95,1,28,337.32,Monday,Summer,True
2022-08-15,PROP005,0.839,4,25,337.68,Monday,Summer,True
2022-08-15,PROP006,0.72,8,21,307.96,Monday,Summer,True
2022-08-15,PROP007,0.95,1,28,320.84,Monday,Summer,True
2022-08-15,PROP008,0.787,6,23,353.04,Monday,Summer,True
2022-08-15,PROP009,0.636,10,19,328.92,Monday,Summer,True
2022-08-15,PROP010,0.95,1,28,316.52,Monday,Summer,True
2022-08-16,PROP001,0.887,3,26,318.4,Tuesday,Summer,False
2022-08-16,PROP002,0.95,1,28,328.12,Tuesday,Summer,False
2022-08-16,PROP003,0.95,1,28,308.08,Tuesday,Summer,False
2022-08-16,PROP004,0.95,1,28,337.32,Tuesday,Summer,False
2022-08-16,PROP005,0.829,5,24,337.68,Tuesday,Summer,False
2022-08-16,PROP006,0.715,8,21,307.96,Tuesday,Summer,False
2022-08-16,PROP007,0.95,1,28,320.84,Tuesday,Summer,False
2022-08-16,PROP008,0.556,13,16,353.04,Tuesday,Summer,False
2022-08-16,PROP009,0.938,1,28,328.92,Tuesday,Summer,False
2022-08-16,PROP010,0.95,1,28,316.52,Tuesday,Summer,False
2022-08-17,PROP001,0.95,1,28,318.4,Wednesday,Summer,False
2022-08-17,PROP002,0.662,10,19,328.12,Wednesday,Summer,False
2022-08-17,PROP003,0.95,1,28,308.08,Wednesday,Summer,False
2022-08-17,PROP004,0.95,1,28,337.32,Wednesday,Summer,False
2022-08-17,PROP005,0.929,2,27,337.68,Wednesday,Summer,False
2022-08-17,PROP006,0.857,4,25,307.96,Wednesday,Summer,False
2022-08-17,PROP007,0.95,1,28,320.84,Wednesday,Summer,False
2022-08-17,PROP008,0.845,4,25,353.04,Wednesday,Summer,False
2022-08-17,PROP009,0.717,8,21,328.92,Wednesday,Summer,False
2022-08-17,PROP010,0.883,3,26,316.52,Wednesday,Summer,False
2022-08-18,PROP001,0.947,1,28,318.4,Thursday,Summer,False
2022-08-18,PROP002,0.918,2,27,328.12,Thursday,Summer,False
2022-08-18,PROP003,0.95,1,28,308.08,Thursday,Summer,False
2022-08-18,PROP004,0.95,1,28,337.32,Thursday,Summer,False
2022-08-18,PROP005,0.95,1,28,337.68,Thursday,Summer,False
2022-08-18,PROP006,0.95,1,28,307.96,Thursday,Summer,False
2022-08-18,PROP007,0.519,14,15,320.84,Thursday,Summer,False
2022-08-18,PROP008,0.95,1,28,353.04,Thursday,Summer,False
2022-08-18,PROP009,0.649,10,19,328.92,Thursday,Summer,False
2022-08-18,PROP010,0.95,1,28,316.52,Thursday,Summer,False
2022-08-19,PROP001,0.95,1,28,318.4,Friday,Summer,False
2022-08-19,PROP002,0.95,1,28,328.12,Friday,Summer,False
2022-08-19,PROP003,0.95,1,28,308.08,Friday,Summer,False
2022-08-19,PROP004,0.95,1,28,337.32,Friday,Summer,False
2022-08-19,PROP005,0.95,1,28,337.68,Friday,Summer,False
2022-08-19,PROP006,0.95,1,28,307.96,Friday,Summer,False
2022-08-19,PROP007,0.95,1,28,320.84,Friday,Summer,False
2022-08-19,PROP008,0.706,8,21,353.04,Friday,Summer,False
2022-08-19,PROP009,0.95,1,28,328.92,Friday,Summer,False
2022-08-19,PROP010,0.95,1,28,316.52,Friday,Summer,False
2022-08-20,PROP001,0.569,12,17,318.4,Saturday,Summer,True
2022-08-20,PROP002,0.95,1,28,328.12,Saturday,Summer,True
2022-08-20,PROP003,0.95,1,28,308.08,Saturday,Summer,True
2022-08-20,PROP004,0.571,12,17,337.32,Saturday,Summer,True
2022-08-20,PROP005,0.95,1,28,337.68,Saturday,Summer,True
2022-08-20,PROP006,0.95,1,28,307.96,Saturday,Summer,True
2022-08-20,PROP007,0.664,10,19,320.84,Saturday,Summer,True
2022-08-20,PROP008,0.913,2,27,353.04,Saturday,Summer,True
2022-08-20,PROP009,0.95,1,28,328.92,Saturday,Summer,True
2022-08-20,PROP010,0.95,1,28,316.52,Saturday,Summer,True
2022-08-21,PROP001,0.868,3,26,318.4,Sunday,Summer,True
2022-08-21,PROP002,0.95,1,28,328.12,Sunday,Summer,True
2022-08-21,PROP003,0.95,1,28,308.08,Sunday,Summer,True
2022-08-21,PROP004,0.95,1,28,337.32,Sunday,Summer,True
2022-08-21,PROP005,0.95,1,28,337.68,Sunday,Summer,True
2022-08-21,PROP006,0.95,1,28,307.96,Sunday,Summer,True
2022-08-21,PROP007,0.95,1,28,320.84,Sunday,Summer,True
2022-08-21,PROP008,0.95,1,28,353.04,Sunday,Summer,True
2022-08-21,PROP009,0.95,1,28,328.92,Sunday,Summer,True
2022-08-21,PROP010,0.95,1,28,316.52,Sunday,Summer,True
2022-08-22,PROP001,0.809,5,24,318.4,Monday,Summer,False
2022-08-22,PROP002,0.95,1,28,328.12,Monday,Summer,False
2022-08-22,PROP003,0.95,1,28,308.08,Monday,Summer,False
2022-08-22,PROP004,0.95,1,28,337.32,Monday,Summer,False
2022-08-22,PROP005,0.95,1,28,337.68,Monday,Summer,False
2022-08-22,PROP006,0.95,1,28,307.96,Monday,Summer,False
2022-08-22,PROP007,0.759,7,22,320.84,Monday,Summer,False
2022-08-22,PROP008,0.911,2,27,353.04,Monday,Summer,False
2022-08-22,PROP009,0.776,6,23,328.92,Monday,Summer,False
