date,property_id,competitor_id,competitor_name,competitor_price,competitor_available_rooms,competitor_rating
2022-06-10,PROP008,COMP_2,Competitor Hotel 2,105.36,16,3.7
2022-06-10,PROP008,COMP_3,Competitor Hotel 3,124.0,42,4.0
2022-06-10,PROP009,COMP_1,Competitor Hotel 1,152.16,47,3.8
2022-06-10,PROP009,COMP_2,Competitor Hotel 2,109.49,21,3.2
2022-06-10,PROP009,COMP_3,Competitor Hotel 3,72.75,32,4.1
2022-06-10,PROP010,COMP_1,Competitor Hotel 1,90.3,16,4.0
2022-06-10,PROP010,COMP_2,Competitor Hotel 2,63.44,38,3.9
2022-06-10,PROP010,COMP_3,Competitor Hotel 3,158.78,28,4.0
2022-06-11,PROP001,COMP_1,Competitor Hotel 1,127.21,45,4.0
2022-06-11,PROP001,COMP_2,Competitor Hotel 2,108.51,29,3.5
2022-06-11,PROP001,COMP_3,Competitor Hotel 3,89.37,19,3.3
2022-06-11,PROP001,COMP_4,Competitor Hotel 4,54.6,43,4.1
2022-06-11,PROP002,COMP_1,Competitor Hotel 1,158.74,36,4.8
2022-06-11,PROP002,COMP_2,Competitor Hotel 2,62.66,18,4.7
2022-06-11,PROP002,COMP_3,Competitor Hotel 3,116.75,35,5.0
2022-06-11,PROP002,COMP_4,Competitor Hotel 4,39.4,23,4.9
2022-06-11,PROP003,COMP_1,Competitor Hotel 1,73.9,1,4.6
2022-06-11,PROP003,COMP_2,Competitor Hotel 2,104.62,0,4.2
2022-06-11,PROP003,COMP_3,Competitor Hotel 3,100.75,3,4.4
2022-06-11,PROP003,COMP_4,Competitor Hotel 4,149.6,28,4.0
2022-06-11,PROP004,COMP_1,Competitor Hotel 1,61.42,26,3.9
2022-06-11,PROP004,COMP_2,Competitor Hotel 2,37.25,31,2.6
2022-06-11,PROP004,COMP_3,Competitor Hotel 3,114.37,12,3.5
2022-06-11,PROP005,COMP_1,Competitor Hotel 1,67.43,7,4.1
2022-06-11,PROP005,COMP_2,Competitor Hotel 2,47.73,5,3.9
2022-06-11,PROP005,COMP_3,Competitor Hotel 3,91.19,28,3.3
2022-06-11,PROP005,COMP_4,Competitor Hotel 4,147.49,18,3.8
2022-06-11,PROP005,COMP_5,Competitor Hotel 5,78.3,20,4.6
2022-06-11,PROP006,COMP_1,Competitor Hotel 1,95.39,33,4.2
2022-06-11,PROP006,COMP_2,Competitor Hotel 2,84.78,42,3.8
2022-06-11,PROP006,COMP_3,Competitor Hotel 3,120.27,47,4.1
2022-06-11,PROP006,COMP_4,Competitor Hotel 4,120.78,28,4.5
2022-06-11,PROP007,COMP_1,Competitor Hotel 1,86.23,43,3.8
2022-06-11,PROP007,COMP_2,Competitor Hotel 2,22.72,41,4.1
2022-06-11,PROP007,COMP_3,Competitor Hotel 3,83.59,22,4.5
2022-06-11,PROP007,COMP_4,Competitor Hotel 4,138.87,33,4.2
2022-06-11,PROP008,COMP_1,Competitor Hotel 1,73.27,3,3.2
2022-06-11,PROP008,COMP_2,Competitor Hotel 2,63.67,2,4.5
2022-06-11,PROP008,COMP_3,Competitor Hotel 3,90.71,45,4.0
2022-06-11,PROP008,COMP_4,Competitor Hotel 4,107.11,44,3.6
2022-06-11,PROP008,COMP_5,Competitor Hotel 5,81.44,7,3.9
2022-06-11,PROP009,COMP_1,Competitor Hotel 1,97.73,18,4.5
2022-06-11,PROP009,COMP_2,Competitor Hotel 2,76.99,9,4.0
2022-06-11,PROP009,COMP_3,Competitor Hotel 3,109.19,1,3.3
2022-06-11,PROP009,COMP_4,Competitor Hotel 4,94.48,7,4.6
2022-06-11,PROP009,COMP_5,Competitor Hotel 5,124.04,3,3.2
2022-06-11,PROP010,COMP_1,Competitor Hotel 1,106.61,34,4.5
2022-06-11,PROP010,COMP_2,Competitor Hotel 2,151.88,38,4.4
2022-06-11,PROP010,COMP_3,Competitor Hotel 3,80.66,6,3.9
2022-06-11,PROP010,COMP_4,Competitor Hotel 4,52.9,21,3.4
2022-06-12,PROP001,COMP_1,Competitor Hotel 1,95.59,49,4.2
2022-06-12,PROP001,COMP_2,Competitor Hotel 2,93.47,4,4.6
2022-06-12,PROP001,COMP_3,Competitor Hotel 3,95.73,10,4.8
2022-06-12,PROP002,COMP_1,Competitor Hotel 1,61.71,32,3.2
2022-06-12,PROP002,COMP_2,Competitor Hotel 2,134.29,47,4.4
2022-06-12,PROP002,COMP_3,Competitor Hotel 3,169.7,16,4.3
2022-06-12,PROP002,COMP_4,Competitor Hotel 4,77.8,29,5.2
2022-06-12,PROP002,COMP_5,Competitor Hotel 5,95.44,14,3.1
2022-06-12,PROP003,COMP_1,Competitor Hotel 1,79.29,26,4.1
2022-06-12,PROP003,COMP_2,Competitor Hotel 2,109.26,10,4.4
2022-06-12,PROP003,COMP_3,Competitor Hotel 3,70.52,35,4.1
2022-06-12,PROP004,COMP_1,Competitor Hotel 1,58.2,34,4.3
2022-06-12,PROP004,COMP_2,Competitor Hotel 2,83.93,46,3.8
2022-06-12,PROP004,COMP_3,Competitor Hotel 3,82.47,26,4.7
2022-06-12,PROP004,COMP_4,Competitor Hotel 4,161.13,31,4.3
2022-06-12,PROP005,COMP_1,Competitor Hotel 1,70.83,42,5.1
2022-06-12,PROP005,COMP_2,Competitor Hotel 2,111.19,18,3.9
2022-06-12,PROP005,COMP_3,Competitor Hotel 3,105.15,35,4.7
2022-06-12,PROP006,COMP_1,Competitor Hotel 1,114.46,9,4.2
2022-06-12,PROP006,COMP_2,Competitor Hotel 2,121.84,38,3.5
2022-06-12,PROP006,COMP_3,Competitor Hotel 3,71.7,25,4.2
2022-06-12,PROP006,COMP_4,Competitor Hotel 4,93.19,45,4.5
2022-06-12,PROP006,COMP_5,Competitor Hotel 5,92.82,44,2.9
2022-06-12,PROP007,COMP_1,Competitor Hotel 1,125.54,44,4.6
2022-06-12,PROP007,COMP_2,Competitor Hotel 2,95.16,14,4.6
2022-06-12,PROP007,COMP_3,Competitor Hotel 3,74.25,19,3.8
2022-06-12,PROP008,COMP_1,Competitor Hotel 1,141.58,30,4.7
2022-06-12,PROP008,COMP_2,Competitor Hotel 2,66.24,26,4.3
2022-06-12,PROP008,COMP_3,Competitor Hotel 3,120.87,15,4.1
2022-06-12,PROP008,COMP_4,Competitor Hotel 4,74.59,9,3.5
2022-06-12,PROP009,COMP_1,Competitor Hotel 1,112.88,15,4.8
2022-06-12,PROP009,COMP_2,Competitor Hotel 2,131.09,1,4.0
2022-06-12,PROP009,COMP_3,Competitor Hotel 3,116.45,12,4.2
2022-06-12,PROP009,COMP_4,Competitor Hotel 4,96.31,19,4.2
2022-06-12,PROP009,COMP_5,Competitor Hotel 5,143.62,20,3.6
2022-06-12,PROP010,COMP_1,Competitor Hotel 1,67.89,36,3.3
2022-06-12,PROP010,COMP_2,Competitor Hotel 2,85.62,30,3.5
2022-06-12,PROP010,COMP_3,Competitor Hotel 3,103.26,9,3.1
2022-06-13,PROP001,COMP_1,Competitor Hotel 1,121.66,30,4.4
2022-06-13,PROP001,COMP_2,Competitor Hotel 2,116.73,25,3.8
2022-06-13,PROP001,COMP_3,Competitor Hotel 3,70.53,34,3.6
2022-06-13,PROP001,COMP_4,Competitor Hotel 4,137.32,45,4.2
2022-06-13,PROP001,COMP_5,Competitor Hotel 5,115.15,42,4.7
2022-06-13,PROP002,COMP_1,Competitor Hotel 1,97.28,6,4.1
2022-06-13,PROP002,COMP_2,Competitor Hotel 2,126.88,37,3.9
2022-06-13,PROP002,COMP_3,Competitor Hotel 3,83.66,12,4.2
2022-06-13,PROP002,COMP_4,Competitor Hotel 4,52.21,9,6.3
2022-06-13,PROP002,COMP_5,Competitor Hotel 5,85.76,31,4.6
2022-06-13,PROP003,COMP_1,Competitor Hotel 1,112.34,50,3.9
2022-06-13,PROP003,COMP_2,Competitor Hotel 2,122.07,31,4.3
2022-06-13,PROP003,COMP_3,Competitor Hotel 3,95.22,15,4.1
2022-06-13,PROP003,COMP_4,Competitor Hotel 4,89.88,40,3.7
2022-06-13,PROP003,COMP_5,Competitor Hotel 5,104.39,28,4.6
2022-06-13,PROP004,COMP_1,Competitor Hotel 1,70.23,2,3.9
2022-06-13,PROP004,COMP_2,Competitor Hotel 2,89.53,18,4.0
2022-06-13,PROP004,COMP_3,Competitor Hotel 3,151.93,13,4.3
2022-06-13,PROP005,COMP_1,Competitor Hotel 1,63.54,43,3.9
2022-06-13,PROP005,COMP_2,Competitor Hotel 2,92.6,35,4.4
2022-06-13,PROP005,COMP_3,Competitor Hotel 3,124.31,16,3.9
2022-06-13,PROP005,COMP_4,Competitor Hotel 4,99.71,1,4.5
2022-06-13,PROP006,COMP_1,Competitor Hotel 1,108.56,20,3.5
2022-06-13,PROP006,COMP_2,Competitor Hotel 2,133.72,6,4.5
2022-06-13,PROP006,COMP_3,Competitor Hotel 3,113.09,11,4.2
2022-06-13,PROP006,COMP_4,Competitor Hotel 4,109.53,33,4.3
2022-06-13,PROP007,COMP_1,Competitor Hotel 1,58.03,17,3.5
2022-06-13,PROP007,COMP_2,Competitor Hotel 2,91.56,37,4.5
2022-06-13,PROP007,COMP_3,Competitor Hotel 3,123.92,37,4.0
2022-06-13,PROP007,COMP_4,Competitor Hotel 4,104.52,42,4.9
2022-06-13,PROP007,COMP_5,Competitor Hotel 5,104.6,23,3.4
2022-06-13,PROP008,COMP_1,Competitor Hotel 1,85.53,14,3.8
2022-06-13,PROP008,COMP_2,Competitor Hotel 2,44.25,42,3.1
2022-06-13,PROP008,COMP_3,Competitor Hotel 3,65.64,7,3.6
2022-06-13,PROP009,COMP_1,Competitor Hotel 1,86.93,36,4.8
2022-06-13,PROP009,COMP_2,Competitor Hotel 2,72.12,48,4.7
2022-06-13,PROP009,COMP_3,Competitor Hotel 3,84.33,10,2.9
2022-06-13,PROP009,COMP_4,Competitor Hotel 4,79.08,19,4.0
2022-06-13,PROP010,COMP_1,Competitor Hotel 1,147.67,7,3.9
2022-06-13,PROP010,COMP_2,Competitor Hotel 2,102.83,47,5.5
2022-06-13,PROP010,COMP_3,Competitor Hotel 3,62.27,4,4.0
2022-06-14,PROP001,COMP_1,Competitor Hotel 1,67.63,24,3.4
2022-06-14,PROP001,COMP_2,Competitor Hotel 2,131.55,43,3.9
2022-06-14,PROP001,COMP_3,Competitor Hotel 3,120.23,28,4.3
2022-06-14,PROP001,COMP_4,Competitor Hotel 4,85.14,23,3.9
2022-06-14,PROP001,COMP_5,Competitor Hotel 5,147.94,21,3.5
2022-06-14,PROP002,COMP_1,Competitor Hotel 1,131.29,10,4.6
2022-06-14,PROP002,COMP_2,Competitor Hotel 2,138.87,17,4.0
2022-06-14,PROP002,COMP_3,Competitor Hotel 3,115.57,42,4.6
2022-06-14,PROP002,COMP_4,Competitor Hotel 4,104.02,48,4.4
2022-06-14,PROP003,COMP_1,Competitor Hotel 1,120.26,10,3.6
2022-06-14,PROP003,COMP_2,Competitor Hotel 2,70.61,17,3.7
2022-06-14,PROP003,COMP_3,Competitor Hotel 3,60.19,25,3.6
2022-06-14,PROP003,COMP_4,Competitor Hotel 4,154.77,13,3.7
2022-06-14,PROP004,COMP_1,Competitor Hotel 1,80.53,44,3.9
2022-06-14,PROP004,COMP_2,Competitor Hotel 2,87.41,5,3.9
2022-06-14,PROP004,COMP_3,Competitor Hotel 3,102.04,16,3.8
2022-06-14,PROP004,COMP_4,Competitor Hotel 4,108.83,11,4.7
2022-06-14,PROP004,COMP_5,Competitor Hotel 5,64.88,30,3.5
2022-06-14,PROP005,COMP_1,Competitor Hotel 1,122.87,25,4.2
2022-06-14,PROP005,COMP_2,Competitor Hotel 2,93.56,35,4.1
2022-06-14,PROP005,COMP_3,Competitor Hotel 3,121.21,10,4.3
2022-06-14,PROP006,COMP_1,Competitor Hotel 1,100.49,0,4.2
2022-06-14,PROP006,COMP_2,Competitor Hotel 2,72.06,8,3.6
2022-06-14,PROP006,COMP_3,Competitor Hotel 3,136.68,39,3.9
2022-06-14,PROP006,COMP_4,Competitor Hotel 4,100.43,21,3.5
2022-06-14,PROP006,COMP_5,Competitor Hotel 5,136.72,11,4.2
2022-06-14,PROP007,COMP_1,Competitor Hotel 1,90.65,3,4.7
2022-06-14,PROP007,COMP_2,Competitor Hotel 2,111.14,27,4.4
2022-06-14,PROP007,COMP_3,Competitor Hotel 3,153.09,22,3.2
2022-06-14,PROP008,COMP_1,Competitor Hotel 1,49.71,6,4.3
2022-06-14,PROP008,COMP_2,Competitor Hotel 2,150.77,48,4.3
2022-06-14,PROP008,COMP_3,Competitor Hotel 3,143.53,12,4.6
2022-06-14,PROP008,COMP_4,Competitor Hotel 4,76.3,30,3.9
2022-06-14,PROP009,COMP_1,Competitor Hotel 1,102.05,28,4.0
2022-06-14,PROP009,COMP_2,Competitor Hotel 2,106.39,32,4.1
2022-06-14,PROP009,COMP_3,Competitor Hotel 3,110.49,5,3.3
2022-06-14,PROP009,COMP_4,Competitor Hotel 4,85.85,19,4.1
2022-06-14,PROP010,COMP_1,Competitor Hotel 1,76.29,10,4.0
2022-06-14,PROP010,COMP_2,Competitor Hotel 2,106.43,41,3.5
2022-06-14,PROP010,COMP_3,Competitor Hotel 3,128.56,37,4.4
2022-06-14,PROP010,COMP_4,Competitor Hotel 4,115.15,29,3.5
2022-06-15,PROP001,COMP_1,Competitor Hotel 1,78.57,3,4.0
2022-06-15,PROP001,COMP_2,Competitor Hotel 2,127.62,15,3.7
2022-06-15,PROP001,COMP_3,Competitor Hotel 3,122.31,30,4.0
2022-06-15,PROP001,COMP_4,Competitor Hotel 4,122.56,50,3.9
2022-06-15,PROP001,COMP_5,Competitor Hotel 5,105.32,6,3.9
2022-06-15,PROP002,COMP_1,Competitor Hotel 1,93.43,37,3.6
2022-06-15,PROP002,COMP_2,Competitor Hotel 2,118.81,44,5.0
2022-06-15,PROP002,COMP_3,Competitor Hotel 3,100.75,15,3.6
2022-06-15,PROP002,COMP_4,Competitor Hotel 4,101.4,8,3.9
2022-06-15,PROP002,COMP_5,Competitor Hotel 5,117.12,33,2.9
2022-06-15,PROP003,COMP_1,Competitor Hotel 1,158.21,40,3.5
2022-06-15,PROP003,COMP_2,Competitor Hotel 2,85.66,4,4.9
2022-06-15,PROP003,COMP_3,Competitor Hotel 3,122.2,46,3.6
2022-06-15,PROP004,COMP_1,Competitor Hotel 1,138.94,13,4.5
2022-06-15,PROP004,COMP_2,Competitor Hotel 2,125.2,28,4.6
2022-06-15,PROP004,COMP_3,Competitor Hotel 3,67.72,20,3.7
2022-06-15,PROP005,COMP_1,Competitor Hotel 1,91.92,40,4.4
2022-06-15,PROP005,COMP_2,Competitor Hotel 2,109.74,6,4.3
2022-06-15,PROP005,COMP_3,Competitor Hotel 3,172.08,43,4.6
2022-06-15,PROP005,COMP_4,Competitor Hotel 4,68.73,25,3.3
2022-06-15,PROP005,COMP_5,Competitor Hotel 5,77.11,19,3.9
2022-06-15,PROP006,COMP_1,Competitor Hotel 1,66.9,15,4.0
2022-06-15,PROP006,COMP_2,Competitor Hotel 2,78.34,33,3.6
2022-06-15,PROP006,COMP_3,Competitor Hotel 3,102.8,24,4.6
2022-06-15,PROP006,COMP_4,Competitor Hotel 4,90.76,39,3.7
2022-06-15,PROP007,COMP_1,Competitor Hotel 1,104.9,20,4.4
2022-06-15,PROP007,COMP_2,Competitor Hotel 2,98.28,15,4.1
2022-06-15,PROP007,COMP_3,Competitor Hotel 3,55.97,29,4.2
2022-06-15,PROP008,COMP_1,Competitor Hotel 1,121.03,11,4.6
2022-06-15,PROP008,COMP_2,Competitor Hotel 2,142.41,19,4.3
2022-06-15,PROP008,COMP_3,Competitor Hotel 3,101.94,14,3.1
2022-06-15,PROP009,COMP_1,Competitor Hotel 1,74.11,46,4.9
2022-06-15,PROP009,COMP_2,Competitor Hotel 2,113.54,45,4.4
2022-06-15,PROP009,COMP_3,Competitor Hotel 3,84.71,0,3.6
2022-06-15,PROP009,COMP_4,Competitor Hotel 4,102.07,35,4.1
2022-06-15,PROP010,COMP_1,Competitor Hotel 1,102.23,7,3.9
2022-06-15,PROP010,COMP_2,Competitor Hotel 2,103.21,31,3.5
2022-06-15,PROP010,COMP_3,Competitor Hotel 3,90.78,9,3.6
2022-06-15,PROP010,COMP_4,Competitor Hotel 4,106.51,14,4.0
2022-06-15,PROP010,COMP_5,Competitor Hotel 5,107.64,35,4.6
2022-06-16,PROP001,COMP_1,Competitor Hotel 1,59.36,6,4.5
2022-06-16,PROP001,COMP_2,Competitor Hotel 2,79.15,11,4.4
2022-06-16,PROP001,COMP_3,Competitor Hotel 3,112.07,45,4.3
2022-06-16,PROP001,COMP_4,Competitor Hotel 4,85.7,39,4.0
2022-06-16,PROP002,COMP_1,Competitor Hotel 1,89.37,36,2.9
2022-06-16,PROP002,COMP_2,Competitor Hotel 2,128.55,32,3.7
2022-06-16,PROP002,COMP_3,Competitor Hotel 3,117.42,11,3.9
2022-06-16,PROP003,COMP_1,Competitor Hotel 1,130.6,25,4.0
2022-06-16,PROP003,COMP_2,Competitor Hotel 2,63.59,38,4.2
2022-06-16,PROP003,COMP_3,Competitor Hotel 3,88.78,13,4.4
2022-06-16,PROP003,COMP_4,Competitor Hotel 4,128.75,41,3.4
2022-06-16,PROP004,COMP_1,Competitor Hotel 1,71.98,11,4.2
2022-06-16,PROP004,COMP_2,Competitor Hotel 2,78.49,23,4.2
2022-06-16,PROP004,COMP_3,Competitor Hotel 3,122.14,22,4.5
2022-06-16,PROP004,COMP_4,Competitor Hotel 4,88.54,17,4.6
2022-06-16,PROP004,COMP_5,Competitor Hotel 5,101.41,49,3.8
2022-06-16,PROP005,COMP_1,Competitor Hotel 1,125.23,7,4.2
2022-06-16,PROP005,COMP_2,Competitor Hotel 2,94.24,30,4.1
2022-06-16,PROP005,COMP_3,Competitor Hotel 3,143.81,2,4.1
2022-06-16,PROP005,COMP_4,Competitor Hotel 4,157.48,34,4.3
2022-06-16,PROP006,COMP_1,Competitor Hotel 1,67.02,31,4.8
2022-06-16,PROP006,COMP_2,Competitor Hotel 2,71.04,17,3.3
2022-06-16,PROP006,COMP_3,Competitor Hotel 3,114.59,7,3.2
2022-06-16,PROP007,COMP_1,Competitor Hotel 1,164.63,6,3.9
2022-06-16,PROP007,COMP_2,Competitor Hotel 2,58.78,25,3.7
2022-06-16,PROP007,COMP_3,Competitor Hotel 3,88.22,15,3.9
2022-06-16,PROP007,COMP_4,Competitor Hotel 4,88.43,44,3.6
2022-06-16,PROP008,COMP_1,Competitor Hotel 1,178.22,32,3.7
2022-06-16,PROP008,COMP_2,Competitor Hotel 2,108.48,23,4.8
2022-06-16,PROP008,COMP_3,Competitor Hotel 3,126.08,40,3.5
2022-06-16,PROP008,COMP_4,Competitor Hotel 4,83.52,26,3.7
2022-06-16,PROP009,COMP_1,Competitor Hotel 1,83.16,6,4.0
2022-06-16,PROP009,COMP_2,Competitor Hotel 2,70.72,35,4.6
2022-06-16,PROP009,COMP_3,Competitor Hotel 3,111.32,19,3.5
2022-06-16,PROP009,COMP_4,Competitor Hotel 4,77.73,43,4.3
2022-06-16,PROP010,COMP_1,Competitor Hotel 1,128.12,24,4.5
2022-06-16,PROP010,COMP_2,Competitor Hotel 2,41.8,21,2.9
2022-06-16,PROP010,COMP_3,Competitor Hotel 3,73.93,26,4.4
2022-06-16,PROP010,COMP_4,Competitor Hotel 4,73.19,28,3.5
2022-06-16,PROP010,COMP_5,Competitor Hotel 5,145.76,28,4.1
2022-06-17,PROP001,COMP_1,Competitor Hotel 1,111.13,7,4.4
2022-06-17,PROP001,COMP_2,Competitor Hotel 2,123.25,13,4.6
2022-06-17,PROP001,COMP_3,Competitor Hotel 3,103.98,8,3.2
2022-06-17,PROP001,COMP_4,Competitor Hotel 4,57.66,0,3.7
2022-06-17,PROP001,COMP_5,Competitor Hotel 5,106.58,15,4.6
2022-06-17,PROP002,COMP_1,Competitor Hotel 1,99.62,34,4.7
2022-06-17,PROP002,COMP_2,Competitor Hotel 2,110.81,26,4.1
2022-06-17,PROP002,COMP_3,Competitor Hotel 3,136.67,37,2.0
2022-06-17,PROP003,COMP_1,Competitor Hotel 1,108.76,8,4.3
2022-06-17,PROP003,COMP_2,Competitor Hotel 2,140.6,3,4.0
2022-06-17,PROP003,COMP_3,Competitor Hotel 3,80.53,32,3.7
2022-06-17,PROP003,COMP_4,Competitor Hotel 4,97.35,33,3.8
2022-06-17,PROP003,COMP_5,Competitor Hotel 5,88.02,21,3.7
2022-06-17,PROP004,COMP_1,Competitor Hotel 1,83.97,27,3.3
2022-06-17,PROP004,COMP_2,Competitor Hotel 2,160.87,37,4.1
2022-06-17,PROP004,COMP_3,Competitor Hotel 3,118.26,30,4.1
2022-06-17,PROP004,COMP_4,Competitor Hotel 4,103.24,42,4.3
2022-06-17,PROP004,COMP_5,Competitor Hotel 5,89.09,34,4.8
2022-06-17,PROP005,COMP_1,Competitor Hotel 1,40.98,28,4.8
2022-06-17,PROP005,COMP_2,Competitor Hotel 2,135.33,45,4.3
2022-06-17,PROP005,COMP_3,Competitor Hotel 3,95.09,45,3.1
2022-06-17,PROP006,COMP_1,Competitor Hotel 1,135.55,14,3.9
2022-06-17,PROP006,COMP_2,Competitor Hotel 2,61.8,26,4.4
2022-06-17,PROP006,COMP_3,Competitor Hotel 3,45.88,24,5.1
2022-06-17,PROP007,COMP_1,Competitor Hotel 1,75.98,39,3.6
2022-06-17,PROP007,COMP_2,Competitor Hotel 2,151.01,15,3.5
2022-06-17,PROP007,COMP_3,Competitor Hotel 3,105.73,25,3.3
2022-06-17,PROP007,COMP_4,Competitor Hotel 4,177.52,42,4.0
2022-06-17,PROP007,COMP_5,Competitor Hotel 5,59.32,21,4.6
2022-06-17,PROP008,COMP_1,Competitor Hotel 1,118.28,42,4.5
2022-06-17,PROP008,COMP_2,Competitor Hotel 2,52.23,19,3.1
2022-06-17,PROP008,COMP_3,Competitor Hotel 3,135.36,18,4.5
2022-06-17,PROP008,COMP_4,Competitor Hotel 4,110.94,14,3.0
2022-06-17,PROP009,COMP_1,Competitor Hotel 1,90.22,33,4.2
2022-06-17,PROP009,COMP_2,Competitor Hotel 2,124.27,5,4.8
2022-06-17,PROP009,COMP_3,Competitor Hotel 3,90.89,45,4.7
2022-06-17,PROP010,COMP_1,Competitor Hotel 1,76.68,31,3.9
2022-06-17,PROP010,COMP_2,Competitor Hotel 2,118.22,25,3.4
2022-06-17,PROP010,COMP_3,Competitor Hotel 3,82.26,8,4.3
2022-06-17,PROP010,COMP_4,Competitor Hotel 4,113.52,31,3.7
2022-06-18,PROP001,COMP_1,Competitor Hotel 1,124.07,45,4.2
2022-06-18,PROP001,COMP_2,Competitor Hotel 2,126.98,4,3.5
2022-06-18,PROP001,COMP_3,Competitor Hotel 3,74.95,5,4.1
2022-06-18,PROP002,COMP_1,Competitor Hotel 1,78.06,31,3.8
2022-06-18,PROP002,COMP_2,Competitor Hotel 2,98.13,43,3.9
2022-06-18,PROP002,COMP_3,Competitor Hotel 3,99.28,34,4.6
2022-06-18,PROP002,COMP_4,Competitor Hotel 4,84.68,40,3.7
2022-06-18,PROP002,COMP_5,Competitor Hotel 5,91.37,21,3.4
2022-06-18,PROP003,COMP_1,Competitor Hotel 1,102.68,44,4.3
2022-06-18,PROP003,COMP_2,Competitor Hotel 2,91.06,39,4.7
2022-06-18,PROP003,COMP_3,Competitor Hotel 3,115.75,4,4.5
2022-06-18,PROP004,COMP_1,Competitor Hotel 1,128.16,2,4.2
2022-06-18,PROP004,COMP_2,Competitor Hotel 2,121.35,3,4.1
2022-06-18,PROP004,COMP_3,Competitor Hotel 3,118.77,22,3.3
2022-06-18,PROP004,COMP_4,Competitor Hotel 4,72.72,26,4.7
2022-06-18,PROP004,COMP_5,Competitor Hotel 5,122.16,41,4.1
2022-06-18,PROP005,COMP_1,Competitor Hotel 1,125.58,20,4.0
2022-06-18,PROP005,COMP_2,Competitor Hotel 2,85.79,8,4.1
2022-06-18,PROP005,COMP_3,Competitor Hotel 3,111.33,50,4.3
2022-06-18,PROP006,COMP_1,Competitor Hotel 1,136.57,23,4.0
2022-06-18,PROP006,COMP_2,Competitor Hotel 2,139.93,21,5.3
2022-06-18,PROP006,COMP_3,Competitor Hotel 3,102.18,10,3.7
2022-06-18,PROP006,COMP_4,Competitor Hotel 4,103.7,49,4.0
2022-06-18,PROP006,COMP_5,Competitor Hotel 5,67.46,7,4.1
2022-06-18,PROP007,COMP_1,Competitor Hotel 1,111.3,3,3.5
2022-06-18,PROP007,COMP_2,Competitor Hotel 2,121.46,29,4.3
2022-06-18,PROP007,COMP_3,Competitor Hotel 3,93.21,45,4.2
2022-06-18,PROP007,COMP_4,Competitor Hotel 4,50.29,36,4.5
2022-06-18,PROP008,COMP_1,Competitor Hotel 1,115.82,25,3.7
2022-06-18,PROP008,COMP_2,Competitor Hotel 2,79.38,10,4.6
2022-06-18,PROP008,COMP_3,Competitor Hotel 3,109.09,10,4.0
2022-06-18,PROP008,COMP_4,Competitor Hotel 4,103.96,42,3.9
2022-06-18,PROP008,COMP_5,Competitor Hotel 5,84.23,36,3.8
2022-06-18,PROP009,COMP_1,Competitor Hotel 1,108.85,24,3.6
2022-06-18,PROP009,COMP_2,Competitor Hotel 2,73.06,45,4.1
2022-06-18,PROP009,COMP_3,Competitor Hotel 3,107.79,39,3.9
2022-06-18,PROP009,COMP_4,Competitor Hotel 4,96.59,38,3.2
2022-06-18,PROP009,COMP_5,Competitor Hotel 5,128.93,14,3.5
2022-06-18,PROP010,COMP_1,Competitor Hotel 1,31.9,44,3.3
2022-06-18,PROP010,COMP_2,Competitor Hotel 2,126.84,26,4.3
2022-06-18,PROP010,COMP_3,Competitor Hotel 3,101.0,27,4.5
2022-06-19,PROP001,COMP_1,Competitor Hotel 1,153.99,13,4.4
2022-06-19,PROP001,COMP_2,Competitor Hotel 2,84.75,34,4.8
2022-06-19,PROP001,COMP_3,Competitor Hotel 3,75.72,37,3.6
2022-06-19,PROP002,COMP_1,Competitor Hotel 1,74.11,45,3.8
2022-06-19,PROP002,COMP_2,Competitor Hotel 2,95.06,21,3.9
2022-06-19,PROP002,COMP_3,Competitor Hotel 3,91.31,34,4.4
2022-06-19,PROP002,COMP_4,Competitor Hotel 4,161.83,31,4.8
2022-06-19,PROP003,COMP_1,Competitor Hotel 1,83.11,33,3.7
2022-06-19,PROP003,COMP_2,Competitor Hotel 2,70.66,48,4.4
2022-06-19,PROP003,COMP_3,Competitor Hotel 3,91.75,41,5.4
2022-06-19,PROP004,COMP_1,Competitor Hotel 1,112.48,47,4.1
2022-06-19,PROP004,COMP_2,Competitor Hotel 2,140.46,14,3.9
2022-06-19,PROP004,COMP_3,Competitor Hotel 3,74.54,28,3.5
2022-06-19,PROP004,COMP_4,Competitor Hotel 4,166.95,5,4.0
2022-06-19,PROP005,COMP_1,Competitor Hotel 1,68.9,17,2.7
2022-06-19,PROP005,COMP_2,Competitor Hotel 2,98.89,11,5.2
2022-06-19,PROP005,COMP_3,Competitor Hotel 3,82.34,31,4.0
2022-06-19,PROP005,COMP_4,Competitor Hotel 4,115.66,27,3.0
2022-06-19,PROP006,COMP_1,Competitor Hotel 1,80.94,37,4.5
2022-06-19,PROP006,COMP_2,Competitor Hotel 2,101.72,29,3.5
2022-06-19,PROP006,COMP_3,Competitor Hotel 3,126.93,37,4.3
2022-06-19,PROP006,COMP_4,Competitor Hotel 4,131.69,13,4.4
2022-06-19,PROP007,COMP_1,Competitor Hotel 1,88.3,3,4.3
2022-06-19,PROP007,COMP_2,Competitor Hotel 2,142.97,33,3.8
2022-06-19,PROP007,COMP_3,Competitor Hotel 3,135.95,26,6.0
2022-06-19,PROP007,COMP_4,Competitor Hotel 4,74.68,9,4.9
